family_id	family_label	family_type	member_count	occurrence_count	sample_raw_references	likely_contains_translation	review_status	notes
fam-raw-iob3-254-a-bed-b-622-4	iob3 254 a bed b 622 4	unclear	1	1	IOB3-254/a BED B 622-4	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-254-b-bed-b-622-4	iob3 254 b bed b 622 4	unclear	1	1	IOB3-254/b BED B 622-4	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-256-bed-b-604-14-b-604-12	iob3 256 bed b 604 14 b 604 12	unclear	1	1	IOB3-256 BED B 604-14 & B 604-12	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-257-bed-b-622-4	iob3 257 bed b 622 4	unclear	1	1	IOB3-257 BED B 622-4	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-258-bed-b-622-4	iob3 258 bed b 622 4	unclear	1	1	IOB3-258 BED B 622-4	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-259-bed-b-622-4	iob3 259 bed b 622 4	unclear	1	1	IOB3-259 BED B 622-4	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-260-bed-b-622-4	iob3 260 bed b 622 4	unclear	1	1	IOB3-260 BED B 622-4	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-261-bed-b-622-4	iob3 261 bed b 622 4	unclear	1	1	IOB3-261 BED B 622-4	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-262-bed-b-622-4	iob3 262 bed b 622 4	unclear	1	1	IOB3-262 BED B 622-4	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-263-bed-b-622-4	iob3 263 bed b 622 4	unclear	1	1	IOB3-263 BED B 622-4	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-264-bed-b-622-4	iob3 264 bed b 622 4	unclear	1	1	IOB3-264 BED B 622-4	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-265-bed-b-622-4	iob3 265 bed b 622 4	unclear	1	1	IOB3-265 BED B 622-4	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-266-a-bed-b-622-4	iob3 266 a bed b 622 4	unclear	1	1	IOB3-266/a BED B 622-4	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-266-b-bed-b-622-4	iob3 266 b bed b 622 4	unclear	1	1	IOB3-266/b BED B 622-4	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-266-c-bed-b-622-4	iob3 266 c bed b 622 4	unclear	1	1	IOB3-266/c BED B 622-4	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-267-bed-b-622-4	iob3 267 bed b 622 4	unclear	1	1	IOB3-267 BED B 622-4	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-268-bed-b-622-4	iob3 268 bed b 622 4	unclear	1	1	IOB3-268 BED B 622-4	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-269-bed-b-622-4	iob3 269 bed b 622 4	unclear	1	1	IOB3-269 BED B 622-4	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-270-bed-b-614-4	iob3 270 bed b 614 4	unclear	1	1	IOB3-270 BED B 614-4	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-271-bed-b-622-4	iob3 271 bed b 622 4	unclear	1	1	IOB3-271 BED B 622-4	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-273-bed-b-622-4	iob3 273 bed b 622 4	unclear	1	1	IOB3-273 BED B 622-4	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-274-bed-b-622-4	iob3 274 bed b 622 4	unclear	1	1	IOB3-274 BED B 622-4	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-276-a-bed-b-622-4	iob3 276 a bed b 622 4	unclear	1	1	IOB3-276/a BED B 622-4	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-276-b-bed-b-622-4	iob3 276 b bed b 622 4	unclear	1	1	IOB3-276/b BED B 622-4	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-279-bed-b-622-4	iob3 279 bed b 622 4	unclear	1	1	IOB3-279 BED B 622-4	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-280-a-bed-b-622-4	iob3 280 a bed b 622 4	unclear	1	1	IOB3-280/a BED B 622-4	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-280-b-bed-b-622-4	iob3 280 b bed b 622 4	unclear	1	1	IOB3-280/b BED B 622-4	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-281-a-bed-b-622-4	iob3 281 a bed b 622 4	unclear	1	1	IOB3-281/a BED B 622-4	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-281-b-bed-b-622-4	iob3 281 b bed b 622 4	unclear	1	1	IOB3-281/b BED B 622-4	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-282-bed-b-622-4	iob3 282 bed b 622 4	unclear	1	1	IOB3-282 BED B 622-4	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-283-bed-b-622-4	iob3 283 bed b 622 4	unclear	1	1	IOB3-283 BED B 622-4	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-284-a-bed-b-622-4	iob3 284 a bed b 622 4	unclear	1	1	IOB3-284/a BED B 622-4	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-284-b-bed-b-622-4	iob3 284 b bed b 622 4	unclear	1	1	IOB3-284/b BED B 622-4	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-285-bed-b-622-4	iob3 285 bed b 622 4	unclear	1	1	IOB3-285 BED B 622-4	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-286-bed-b-622-4	iob3 286 bed b 622 4	unclear	1	1	IOB3-286 BED B 622-4	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-287-b-bed-b-622-4	iob3 287 b bed b 622 4	unclear	1	1	IOB3-287/b BED B 622-4	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-288-bed-b-622-4	iob3 288 bed b 622 4	unclear	1	1	IOB3-288 BED B 622-4	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-289-bed-b-622-4	iob3 289 bed b 622 4	unclear	1	1	IOB3-289 BED B 622-4	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-290-a-bed-b-622-4	iob3 290 a bed b 622 4	unclear	1	1	IOB3-290/a BED B 622-4	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-290-b-bed-b-622-4	iob3 290 b bed b 622 4	unclear	1	1	IOB3-290/b BED B 622-4	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-291-bed-b-622-4	iob3 291 bed b 622 4	unclear	1	1	IOB3-291 BED B 622-4	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-292-bed-b-622-4	iob3 292 bed b 622 4	unclear	1	1	IOB3-292 BED B 622-4	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-293-bed-b-622-4	iob3 293 bed b 622 4	unclear	1	1	IOB3-293 BED B 622-4	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-294-bed-b-622-4	iob3 294 bed b 622 4	unclear	1	1	IOB3-294 BED B 622-4	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-295-bed-b-622-6	iob3 295 bed b 622 6	unclear	1	1	IOB3-295 BED B 622-6	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-296	IOB3-296	unclear	1	1	IOB3-296	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-296-297-198-b	IOB3-296-297-198/b	unclear	1	1	IOB3-296-297-198/b	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-296-297-298-a	IOB3-296, 297, 298/a	unclear	1	1	IOB3-296, 297, 298/a	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-296-298-a-b	IOB3-296 & 298/a-b	unclear	1	1	IOB3-296 & 298/a-b	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-297-a-b-bed-b-600-7	iob3 297 a b bed b 600 7	unclear	1	1	IOB3-297/a-b BED B 600-7	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-297-bed-b-622-6	iob3 297 bed b 622 6	unclear	1	1	IOB3-297 BED B 622-6	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-298-a-bed-b-622-6	iob3 298 a bed b 622 6	unclear	1	1	IOB3-298/a BED B 622-6	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-298-b-bed-b-623-1	iob3 298 b bed b 623 1	unclear	1	1	IOB3-298/b BED B 623-1	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-299-bed-b-622-4	iob3 299 bed b 622 4	unclear	1	1	IOB3-299 BED B 622-4	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-302-bed-b-610-5	iob3 302 bed b 610 5	unclear	1	1	IOB3-302 BED B 610-5	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-303-bed-a	IOB3-303 BED A	unclear	1	1	IOB3-303 BED A	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-304-bed-a	IOB3-304 BED A	unclear	1	1	IOB3-304 BED A	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-305-a	IOB3-305/a	unclear	1	1	IOB3-305/a	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-306-a-iob5-586-b-c-bed-b-623-1	iob3 306 a iob5 586 b c bed b 623 1	unclear	1	1	IOB3-306/a & IOB5-586/b/c BED B 623-1	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-306-b-bed-b-623-1	iob3 306 b bed b 623 1	unclear	1	1	IOB3-306/b BED B 623-1	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-306-c-bed-b-623-1	iob3 306 c bed b 623 1	unclear	1	1	IOB3-306/c BED B 623-1	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-306-d-bed-b-623-1	iob3 306 d bed b 623 1	unclear	1	1	IOB3-306/d BED B 623-1	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-308-bed-b-603-1	iob3 308 bed b 603 1	unclear	1	1	IOB3-308 BED B 603-1	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-309	IOB3-309	unclear	1	1	IOB3-309	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-310-a	IOB3-310/a	unclear	1	1	IOB3-310/a	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-310-b	IOB3-310/b	unclear	1	1	IOB3-310/b	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-311-a-bed-b-603-2	iob3 311 a bed b 603 2	unclear	1	1	IOB3-311/a BED B 603-2	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-311-b-bed-b-603-2	iob3 311 b bed b 603 2	unclear	1	1	IOB3-311/b BED B 603-2	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-312-a-bed-a	IOB3-312/a BED A	unclear	1	1	IOB3-312/a BED A	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-312-a-bed-b-600-7	iob3 312 a bed b 600 7	unclear	1	1	IOB3-312/a BED B 600-7	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-312-b-bed-b-603-2	iob3 312 b bed b 603 2	unclear	1	1	IOB3-312/b BED B 603-2	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-313-a-bed-b-603-2	iob3 313 a bed b 603 2	unclear	1	1	IOB3-313/a BED B 603-2	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-313-b-bed-b-603-2	iob3 313 b bed b 603 2	unclear	1	1	IOB3-313/b BED B 603-2	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-314-a-bed-a	IOB3-314/a BED A	unclear	1	1	IOB3-314/a BED A	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-314-b-bed-a	IOB3-314/b BED A	unclear	1	1	IOB3-314/b BED A	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-314-c-bed-b-603-2	iob3 314 c bed b 603 2	unclear	1	1	IOB3-314/c BED B 603-2	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-315-a-bed-b-603-2	iob3 315 a bed b 603 2	unclear	1	1	IOB3-315/a BED B 603-2	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-315-b	IOB3-315/b	unclear	1	1	IOB3-315/b	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-316-a-bed-b-600-7	iob3 316 a bed b 600 7	unclear	1	1	IOB3-316/a BED B 600-7	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-316-b	IOB3-316/b	unclear	1	1	IOB3-316/b	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-317-a-bed-b-603-2	iob3 317 a bed b 603 2	unclear	1	1	IOB3-317/a & BED B 603-2	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-318-a-bed-b-603-2	iob3 318 a bed b 603 2	unclear	1	1	IOB3-318/a BED B 603-2	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-318-b	IOB3-318/b	unclear	1	1	IOB3-318/b	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-319-a-bed-a	IOB3-319/a BED A	unclear	1	1	IOB3-319/a BED A	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-320	IOB3-320	unclear	1	1	IOB3-320	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-320-bed-b-600-7	iob3 320 bed b 600 7	unclear	1	1	IOB3-320 BED B 600-7	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-321-bed-a	IOB3-321 BED A	unclear	1	1	IOB3-321 BED A	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-322-bed-a	IOB3-322 BED A	unclear	1	1	IOB3-322 BED A	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-323-a-b-c-bed-a	iob3 323 a b c bed a	unclear	1	1	IOB3-323/a-b-c BED A	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-323-a-b-c-bed-b-594-4	iob3 323 a b c bed b 594 4	unclear	1	1	IOB3-323/a-b-c BED B 594-4	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-324-a	IOB3-324/a	unclear	1	1	IOB3-324/a	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-324-b-bed-b-602-5	iob3 324 b bed b 602 5	unclear	1	1	IOB3-324/b BED B 602-5	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-325-bed-b-551-1	iob3 325 bed b 551 1	unclear	1	1	IOB3-325 BED B 551-1	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-326-bed-b-593-5	iob3 326 bed b 593 5	unclear	1	1	IOB3-326 BED B 593-5	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-328-a-bed-b-601-4	iob3 328 a bed b 601 4	unclear	1	1	IOB3-328/a BED B 601-4	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-329	IOB3-329	unclear	1	1	IOB3-329	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-330-bed-a	IOB3-330 BED A	unclear	1	1	IOB3-330 BED A	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-331-a-bed-a	IOB3-331/a BED A	unclear	1	1	IOB3-331/a BED A	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-332-a-bed-b-603-3	iob3 332 a bed b 603 3	unclear	1	1	IOB3-332/a BED B 603-3	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-332-b-bed-b-603-3	iob3 332 b bed b 603 3	unclear	1	1	IOB3-332/b BED B 603-3	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-333-bed-b-608-1-b-626-3	iob3 333 bed b 608 1 b 626 3	unclear	1	1	IOB3-333 BED B 608-1 & B 626-3	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-334-a	IOB3-334/a	unclear	1	1	IOB3-334/a	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-335-a-bed-b-603-3	iob3 335 a bed b 603 3	unclear	1	1	IOB3-335/a BED B 603-3	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-335-b-bed-b-603-3	iob3 335 b bed b 603 3	unclear	1	1	IOB3-335/b BED B 603-3	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-336-a-bed-b-603-3	iob3 336 a bed b 603 3	unclear	1	1	IOB3-336/a BED B 603-3	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-336-b-bed-b-603-3	iob3 336 b bed b 603 3	unclear	1	1	IOB3-336/b BED B 603-3	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-337-a-bed-b-603-3	iob3 337 a bed b 603 3	unclear	1	1	IOB3-337/a BED B 603-3	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-337-b-bed-b-603-3	iob3 337 b bed b 603 3	unclear	1	1	IOB3-337/b BED B 603-3	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-338-bed-b-603-3	iob3 338 bed b 603 3	unclear	1	1	IOB3-338 BED B 603-3	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-339-a-b-bed-a	iob3 339 a b bed a	unclear	1	1	IOB3-339/a-b BED A	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-341-bed-b-622-4	iob3 341 bed b 622 4	unclear	1	1	IOB3-341 BED B 622-4	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-342-b-bed-b-603-3	iob3 342 b bed b 603 3	unclear	1	1	IOB3-342/b - BED B 603-3	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-343-b-a-4-bed-b-603-3	iob3 343 b a 4 bed b 603 3	unclear	1	1	IOB3-343/b/a 4- BED B 603-3	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-344-a-b-bed-b-600-7	iob3 344 a b bed b 600 7	unclear	1	1	IOB3-344/a-b BED B 600-7	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-345-a-bed-b-600-7	iob3 345 a bed b 600 7	unclear	1	1	IOB3-345/a BED B 600-7	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-345-b	IOB3-345/b	unclear	1	1	IOB3-345/b	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-389-b-bed-b-622-4	iob3 389 b bed b 622 4	unclear	1	1	IOB3-389/b BED B 622-4	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-460-a	IOB3-460/a	unclear	1	1	IOB3-460/a	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob3-bed-b-622-4	IOB3- BED B 622-4	unclear	1	1	IOB3- BED B 622-4	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-361-a	IOB4-361/a	unclear	1	1	IOB4-361/a	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-361-b	IOB4-361/b	unclear	1	1	IOB4-361/b	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-364-a	IOB4-364/a	unclear	1	1	IOB4-364/a	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-364-b	IOB4-364/b	unclear	1	1	IOB4-364/b	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-365-a-bed-b-533-2	iob4 365 a bed b 533 2	unclear	1	1	IOB4-365/a BED B 533-2	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-365-b-bed-b-552-3	iob4 365 b bed b 552 3	unclear	1	1	IOB4-365/b BED B 552-3	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-365-c-bed-b-573-3	iob4 365 c bed b 573 3	unclear	1	1	IOB4-365/c BED B 573-3	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-370	IOB4-370	unclear	1	1	IOB4-370	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-371-a-bed-b-581-4	iob4 371 a bed b 581 4	unclear	1	1	IOB4-371/a BED B 581-4	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-373-a-bed-b-593-4	iob4 373 a bed b 593 4	unclear	1	1	IOB4-373/a BED B 593-4	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-375-bed-b-598-3	iob4 375 bed b 598 3	unclear	1	1	IOB4-375 BED B 598-3	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-376	IOB4-376	unclear	1	1	IOB4-376	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-377-a-bed-b-584-3	iob4 377 a bed b 584 3	unclear	1	1	IOB4-377/a BED B 584-3	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-378-a-bed-b-609-3	iob4 378 a bed b 609 3	unclear	1	1	IOB4-378/a BED B 609-3	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-378-b-bed-b-609-4	iob4 378 b bed b 609 4	unclear	1	1	IOB4-378/b BED B 609-4	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-380-bed-b-611-4	iob4 380 bed b 611 4	unclear	1	1	IOB4-380 BED B 611-4	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-381-bed-b-622-4	iob4 381 bed b 622 4	unclear	1	1	IOB4-381 BED B 622-4	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-383-a-bed-b-623-1	iob4 383 a bed b 623 1	unclear	1	1	IOB4-383/a BED B 623-1	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-383-b-bed-b-623-1	iob4 383 b bed b 623 1	unclear	1	1	IOB4-383/b BED B 623-1	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-384-bed-b-634-6	iob4 384 bed b 634 6	unclear	1	1	IOB4-384 BED B 634-6	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-385-a-bed-b-624-4	iob4 385 a bed b 624 4	unclear	1	1	IOB4-385/a BED B 624-4	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-385-b-bed-b-624-4	iob4 385 b bed b 624 4	unclear	1	1	IOB4-385/b BED B 624-4	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-386-bed-b-637-5	iob4 386 bed b 637 5	unclear	1	1	IOB4-386 BED B 637-5	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-387-a-bed-b-623-1	iob4 387 a bed b 623 1	unclear	1	1	IOB4-387/a BED B 623-1	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-389-a-bed-b-622-4	iob4 389 a bed b 622 4	unclear	1	1	IOB4-389/a BED B 622-4	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-389-c-bed-b-622-4	iob4 389 c bed b 622 4	unclear	1	1	IOB4-389/c BED B 622-4	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-390	IOB4-390	unclear	1	1	IOB4-390	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-391	IOB4-391	unclear	1	1	IOB4-391	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-392	IOB4-392	unclear	1	1	IOB4-392	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-393	IOB4-393	unclear	1	1	IOB4-393	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-394-bed-b-622-6	iob4 394 bed b 622 6	unclear	1	1	IOB4-394 BED B 622-6	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-395-bed-b-622-6	iob4 395 bed b 622 6	unclear	1	1	IOB4-395 BED B 622-6	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-396-a-bed-b-622-6	iob4 396 a bed b 622 6	unclear	1	1	IOB4-396/a BED B 622-6	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-396-b-bed-b-622-6	iob4 396 b bed b 622 6	unclear	1	1	IOB4-396/b BED B 622-6	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-397-a-bed-b-622-6	iob4 397 a bed b 622 6	unclear	1	1	IOB4-397/a BED B 622-6	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-397-b-bed-b-622-6	iob4 397 b bed b 622 6	unclear	1	1	IOB4-397/b BED B 622-6	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-398-bed-b-622-6	iob4 398 bed b 622 6	unclear	1	1	IOB4-398 BED B 622-6	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-399-a-bed-b-622-6	iob4 399 a bed b 622 6	unclear	1	1	IOB4-399/a BED B 622-6	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-399-b-bed-b-622-6	iob4 399 b bed b 622 6	unclear	1	1	IOB4-399/b BED B 622-6	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-399-c-bed-b-622-6	iob4 399 c bed b 622 6	unclear	1	1	IOB4-399/c BED B 622-6	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-399-c-bed-b-666-1a	iob4 399 c bed b 666 1a	unclear	1	1	IOB4-399/c BED B 666-1a	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-399-d-bed-b-651-1	iob4 399 d bed b 651 1	unclear	1	1	IOB4-399/d BED B 651-1	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-400-a-bed-b-622-6	iob4 400 a bed b 622 6	unclear	1	1	IOB4-400/a BED B 622-6	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-400-b-bed-b-622-6	iob4 400 b bed b 622 6	unclear	1	1	IOB4-400/b BED B 622-6	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-401-bed-b-622-6	iob4 401 bed b 622 6	unclear	1	1	IOB4-401 BED B 622-6	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-402-a	IOB4-402/a	unclear	1	1	IOB4-402/a	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-402-b-bed-b-567-7	iob4 402 b bed b 567 7	unclear	1	1	IOB4-402/b BED B 567-7	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-403-a-bed-b-622-6	iob4 403 a bed b 622 6	unclear	1	1	IOB4-403/a BED B 622-6	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-403-b-bed-b-622-4	iob4 403 b bed b 622 4	unclear	1	1	IOB4-403/b BED B 622-4	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-404-bed-b-623-1	iob4 404 bed b 623 1	unclear	1	1	IOB4-404 BED B 623-1	unknown	unreviewed	No stronger conservative family signal was detected.
fam-raw-iob4-405-a-bed-b-622-6	iob4 405 a bed b 622 6	unclear	1	1	IOB4-405/a BED B 622-6	unknown	unreviewed	No stronger conservative family signal was detected.
