work_candidate_id	family_id	provisional_short_label	author_original	author_normalized	year	title_original	title_normalized	publication_details	language	script	translation_relevance	evidence_raw_references	review_status	notes
work-raw-iob4437-a-bed-b-623-1	fam-raw-iob4437-a-bed-b-623-1	iob4437 a bed b 623 1								latin	unknown	IOB4437/a BED B 623-1	unreviewed	No stronger conservative family signal was detected.
work-raw-iob5	fam-raw-iob5	IOB5-								latin	unknown	IOB5-	unreviewed	No stronger conservative family signal was detected.
work-raw-iob5-302-c-bed-b-600-7	fam-raw-iob5-302-c-bed-b-600-7	iob5 302 c bed b 600 7								latin	unknown	IOB5-302/c BED B 600-7	unreviewed	No stronger conservative family signal was detected.
work-raw-iob5-463-bed-b-703-1	fam-raw-iob5-463-bed-b-703-1	iob5 463 bed b 703 1								latin	unknown	IOB5-463 BED B 703-1	unreviewed	No stronger conservative family signal was detected.
work-raw-iob5-464-a-bed-b-703-2	fam-raw-iob5-464-a-bed-b-703-2	iob5 464 a bed b 703 2								latin	unknown	IOB5-464/a BED B 703-2	unreviewed	No stronger conservative family signal was detected.
work-raw-iob5-464-b	fam-raw-iob5-464-b	IOB5-464/b								latin	unknown	IOB5-464/b	unreviewed	No stronger conservative family signal was detected.
work-raw-iob5-465-a-bed-b-645-2	fam-raw-iob5-465-a-bed-b-645-2	iob5 465 a bed b 645 2								latin	unknown	IOB5-465/a BED B 645-2	unreviewed	No stronger conservative family signal was detected.
work-raw-iob5-465-b	fam-raw-iob5-465-b	IOB5-465/b								latin	unknown	IOB5-465/b	unreviewed	No stronger conservative family signal was detected.
work-raw-iob5-466-a	fam-raw-iob5-466-a	IOB5-466/a								latin	unknown	IOB5-466/a	unreviewed	No stronger conservative family signal was detected.
work-raw-iob5-466-b	fam-raw-iob5-466-b	IOB5-466/b								latin	unknown	IOB5-466/b	unreviewed	No stronger conservative family signal was detected.
work-raw-iob5-467-a	fam-raw-iob5-467-a	IOB5-467/a								latin	unknown	IOB5-467/a	unreviewed	No stronger conservative family signal was detected.
work-raw-iob5-467-b	fam-raw-iob5-467-b	IOB5-467/b								latin	unknown	IOB5-467/b	unreviewed	No stronger conservative family signal was detected.
work-raw-iob5-467-c	fam-raw-iob5-467-c	IOB5-467/c								latin	unknown	IOB5-467/c	unreviewed	No stronger conservative family signal was detected.
work-raw-iob5-467-d	fam-raw-iob5-467-d	IOB5-467/d								latin	unknown	IOB5-467/d	unreviewed	No stronger conservative family signal was detected.
work-raw-iob5-469-a	fam-raw-iob5-469-a	IOB5-469/a								latin	unknown	IOB5-469/a	unreviewed	No stronger conservative family signal was detected.
work-raw-iob5-469-b	fam-raw-iob5-469-b	IOB5-469/b								latin	unknown	IOB5-469/b	unreviewed	No stronger conservative family signal was detected.
work-raw-iob5-470-a	fam-raw-iob5-470-a	IOB5-470/a								latin	unknown	IOB5-470/a	unreviewed	No stronger conservative family signal was detected.
work-raw-iob5-470-b	fam-raw-iob5-470-b	IOB5-470/b								latin	unknown	IOB5-470/b	unreviewed	No stronger conservative family signal was detected.
work-raw-iob5-471	fam-raw-iob5-471	IOB5-471								latin	unknown	IOB5-471	unreviewed	No stronger conservative family signal was detected.
work-raw-iob5-472	fam-raw-iob5-472	IOB5-472								latin	unknown	IOB5-472	unreviewed	No stronger conservative family signal was detected.
work-raw-iob5-473-a	fam-raw-iob5-473-a	IOB5-473/a								latin	unknown	IOB5-473/a	unreviewed	No stronger conservative family signal was detected.
work-raw-iob5-473-b	fam-raw-iob5-473-b	IOB5-473/b								latin	unknown	IOB5-473/b	unreviewed	No stronger conservative family signal was detected.
work-raw-iob5-474	fam-raw-iob5-474	IOB5-474								latin	unknown	IOB5-474	unreviewed	No stronger conservative family signal was detected.
work-raw-iob5-475	fam-raw-iob5-475	IOB5-475								latin	unknown	IOB5-475	unreviewed	No stronger conservative family signal was detected.
work-raw-iob5-477-a	fam-raw-iob5-477-a	IOB5-477/a								latin	unknown	IOB5-477/a	unreviewed	No stronger conservative family signal was detected.
work-raw-iob5-477-b	fam-raw-iob5-477-b	IOB5-477/b								latin	unknown	IOB5-477/b	unreviewed	No stronger conservative family signal was detected.
work-raw-iob5-478	fam-raw-iob5-478	IOB5-478								latin	unknown	IOB5-478	unreviewed	No stronger conservative family signal was detected.
work-raw-iob5-479-bed-b-578-5	fam-raw-iob5-479-bed-b-578-5	iob5 479 bed b 578 5								latin	unknown	IOB5-479 BED B 578-5	unreviewed	No stronger conservative family signal was detected.
work-raw-iob5-480-a-bed-b-565-1	fam-raw-iob5-480-a-bed-b-565-1	iob5 480 a bed b 565 1								latin	unknown	IOB5-480/a BED B 565-1	unreviewed	No stronger conservative family signal was detected.
work-raw-iob5-480-c	fam-raw-iob5-480-c	IOB5-480/c								latin	unknown	IOB5-480/c	unreviewed	No stronger conservative family signal was detected.
work-raw-iob5-481-a-bed-b-635-6	fam-raw-iob5-481-a-bed-b-635-6	iob5 481 a bed b 635 6								latin	unknown	IOB5-481/a BED B 635-6	unreviewed	No stronger conservative family signal was detected.
work-raw-iob5-482-a	fam-raw-iob5-482-a	IOB5-482/a								latin	unknown	IOB5-482/a	unreviewed	No stronger conservative family signal was detected.
work-raw-iob5-482-b	fam-raw-iob5-482-b	IOB5-482/b								latin	unknown	IOB5-482/b	unreviewed	No stronger conservative family signal was detected.
work-raw-iob5-483-b	fam-raw-iob5-483-b	IOB5-483/b								latin	unknown	IOB5-483/b	unreviewed	No stronger conservative family signal was detected.
work-raw-iob5-485-a	fam-raw-iob5-485-a	IOB5-485/a								latin	unknown	IOB5-485/a	unreviewed	No stronger conservative family signal was detected.
work-raw-iob5-485-b	fam-raw-iob5-485-b	IOB5-485/b								latin	unknown	IOB5-485/b	unreviewed	No stronger conservative family signal was detected.
work-raw-iob5-486-b	fam-raw-iob5-486-b	IOB5-486/b								latin	unknown	IOB5-486/b	unreviewed	No stronger conservative family signal was detected.
work-raw-iob5-488-a	fam-raw-iob5-488-a	IOB5-488/a								latin	unknown	IOB5-488/a	unreviewed	No stronger conservative family signal was detected.
work-raw-iob5-491	fam-raw-iob5-491	IOB5-491								latin	unknown	IOB5-491	unreviewed	No stronger conservative family signal was detected.
work-raw-iob5-497	fam-raw-iob5-497	IOB5-497								latin	unknown	IOB5-497	unreviewed	No stronger conservative family signal was detected.
work-raw-iob5-499-a	fam-raw-iob5-499-a	IOB5-499/a								latin	unknown	IOB5-499/a	unreviewed	No stronger conservative family signal was detected.
work-raw-iob5-499-b	fam-raw-iob5-499-b	IOB5-499/b								latin	unknown	IOB5-499/b	unreviewed	No stronger conservative family signal was detected.
work-raw-iob5-499-c	fam-raw-iob5-499-c	IOB5-499/c								latin	unknown	IOB5-499/c	unreviewed	No stronger conservative family signal was detected.
work-raw-iob5-499-d	fam-raw-iob5-499-d	IOB5-499/d								latin	unknown	IOB5-499/d	unreviewed	No stronger conservative family signal was detected.
work-raw-iob5-501	fam-raw-iob5-501	IOB5-501								latin	unknown	IOB5-501	unreviewed	No stronger conservative family signal was detected.
work-raw-iob5-502	fam-raw-iob5-502	IOB5-502								latin	unknown	IOB5-502	unreviewed	No stronger conservative family signal was detected.
work-raw-iob5-509-bed-b-628-9	fam-raw-iob5-509-bed-b-628-9	iob5 509 bed b 628 9								latin	unknown	IOB5-509 BED B 628-9	unreviewed	No stronger conservative family signal was detected.
work-raw-iob5-510	fam-raw-iob5-510	IOB5-510								latin	unknown	IOB5-510	unreviewed	No stronger conservative family signal was detected.
work-raw-iob5-512-b	fam-raw-iob5-512-b	IOB5-512/b								latin	unknown	IOB5-512/b	unreviewed	No stronger conservative family signal was detected.
work-raw-iob5-514-a	fam-raw-iob5-514-a	IOB5-514/a								latin	unknown	IOB5-514/a	unreviewed	No stronger conservative family signal was detected.
work-raw-iob5-514-b	fam-raw-iob5-514-b	IOB5-514/b								latin	unknown	IOB5-514/b	unreviewed	No stronger conservative family signal was detected.
work-raw-iob5-517-a	fam-raw-iob5-517-a	IOB5-517/a								latin	unknown	IOB5-517/a	unreviewed	No stronger conservative family signal was detected.
work-raw-iob5-524-a	fam-raw-iob5-524-a	IOB5-524/a								latin	unknown	IOB5-524/a	unreviewed	No stronger conservative family signal was detected.
work-raw-iob5-524-b	fam-raw-iob5-524-b	IOB5-524/b								latin	unknown	IOB5-524/b	unreviewed	No stronger conservative family signal was detected.
work-raw-iob5-525-a	fam-raw-iob5-525-a	IOB5-525/a								latin	unknown	IOB5-525/a	unreviewed	No stronger conservative family signal was detected.
work-raw-iob5-525-b	fam-raw-iob5-525-b	IOB5-525/b								latin	unknown	IOB5-525/b	unreviewed	No stronger conservative family signal was detected.
work-raw-iob5-530	fam-raw-iob5-530	IOB5-530								latin	unknown	IOB5-530	unreviewed	No stronger conservative family signal was detected.
work-raw-iob5-541-a	fam-raw-iob5-541-a	IOB5-541/a								latin	unknown	IOB5-541/a	unreviewed	No stronger conservative family signal was detected.
work-raw-iob5-541-b	fam-raw-iob5-541-b	IOB5-541/b								latin	unknown	IOB5-541/b	unreviewed	No stronger conservative family signal was detected.
work-raw-iob5-541-c	fam-raw-iob5-541-c	IOB5-541/c								latin	unknown	IOB5-541/c	unreviewed	No stronger conservative family signal was detected.
work-raw-iob5-541-d	fam-raw-iob5-541-d	IOB5-541/d								latin	unknown	IOB5-541/d	unreviewed	No stronger conservative family signal was detected.
work-raw-iob5-542	fam-raw-iob5-542	IOB5-542								latin	unknown	IOB5-542	unreviewed	No stronger conservative family signal was detected.
work-raw-iob5-543-a-bed-b-675-1	fam-raw-iob5-543-a-bed-b-675-1	iob5 543 a bed b 675 1								latin	unknown	IOB5-543/a BED B 675-1	unreviewed	No stronger conservative family signal was detected.
work-raw-iob5-543-b	fam-raw-iob5-543-b	IOB5-543/b								latin	unknown	IOB5-543/b	unreviewed	No stronger conservative family signal was detected.
work-raw-iob5-544-a	fam-raw-iob5-544-a	IOB5-544/a								latin	unknown	IOB5-544/a	unreviewed	No stronger conservative family signal was detected.
work-raw-iob5-544-b	fam-raw-iob5-544-b	IOB5-544/b								latin	unknown	IOB5-544/b	unreviewed	No stronger conservative family signal was detected.
work-raw-iob5-545-a	fam-raw-iob5-545-a	IOB5-545/a								latin	unknown	IOB5-545/a	unreviewed	No stronger conservative family signal was detected.
work-raw-iob5-545-b	fam-raw-iob5-545-b	IOB5-545/b								latin	unknown	IOB5-545/b	unreviewed	No stronger conservative family signal was detected.
work-raw-iob5-546	fam-raw-iob5-546	IOB5-546								latin	unknown	IOB5-546	unreviewed	No stronger conservative family signal was detected.
work-raw-iob5-547-a	fam-raw-iob5-547-a	IOB5-547/a								latin	unknown	IOB5-547/a	unreviewed	No stronger conservative family signal was detected.
work-raw-iob5-547-b	fam-raw-iob5-547-b	IOB5-547/b								latin	unknown	IOB5-547/b	unreviewed	No stronger conservative family signal was detected.
work-raw-iob5-563-a-bed-b-602-4	fam-raw-iob5-563-a-bed-b-602-4	iob5 563 a bed b 602 4								latin	unknown	IOB5-563/a BED B 602-4	unreviewed	No stronger conservative family signal was detected.
work-raw-iob5-565-a-bed-a	fam-raw-iob5-565-a-bed-a	IOB5-565/a BED A								latin	unknown	IOB5-565/a BED A	unreviewed	No stronger conservative family signal was detected.
work-raw-iob5-571-a-bed-a	fam-raw-iob5-571-a-bed-a	IOB5-571/a BED A								latin	unknown	IOB5-571/a BED A	unreviewed	No stronger conservative family signal was detected.
work-raw-iob5-571-b-bed-b-537-2	fam-raw-iob5-571-b-bed-b-537-2	iob5 571 b bed b 537 2								latin	unknown	IOB5-571/b BED B 537-2	unreviewed	No stronger conservative family signal was detected.
work-raw-iob5-572-a-bed-b-602-4	fam-raw-iob5-572-a-bed-b-602-4	iob5 572 a bed b 602 4								latin	unknown	IOB5-572/a BED B 602-4	unreviewed	No stronger conservative family signal was detected.
work-raw-iob5-573-a-bed-b-602-4	fam-raw-iob5-573-a-bed-b-602-4	iob5 573 a bed b 602 4								latin	unknown	IOB5-573/a BED B 602-4	unreviewed	No stronger conservative family signal was detected.
work-raw-iob5-573-b-bed-b-602-5	fam-raw-iob5-573-b-bed-b-602-5	iob5 573 b bed b 602 5								latin	unknown	IOB5-573/b BED B 602-5	unreviewed	No stronger conservative family signal was detected.
work-raw-iob5-574-a-bed-b-582-4	fam-raw-iob5-574-a-bed-b-582-4	iob5 574 a bed b 582 4								latin	unknown	IOB5-574/a BED B 582-4	unreviewed	No stronger conservative family signal was detected.
work-raw-iob5-574-b	fam-raw-iob5-574-b	IOB5-574/b								latin	unknown	IOB5-574/b	unreviewed	No stronger conservative family signal was detected.
work-raw-iob5-575-bed-b-602-5	fam-raw-iob5-575-bed-b-602-5	iob5 575 bed b 602 5								latin	unknown	IOB5-575 BED B 602-5	unreviewed	No stronger conservative family signal was detected.
work-raw-iob5-576-a-bed-b-602-4	fam-raw-iob5-576-a-bed-b-602-4	iob5 576 a bed b 602 4								latin	unknown	IOB5-576/a BED B 602-4	unreviewed	No stronger conservative family signal was detected.
work-raw-iob5-576-b-15-bed-b-602-4	fam-raw-iob5-576-b-15-bed-b-602-4	iob5 576 b 15 bed b 602 4								latin	unknown	IOB5-576/b 15 BED B 602-4	unreviewed	No stronger conservative family signal was detected.
work-raw-iob5-577-bed-b-600-7	fam-raw-iob5-577-bed-b-600-7	iob5 577 bed b 600 7								latin	unknown	IOB5-577 BED B 600-7	unreviewed	No stronger conservative family signal was detected.
work-raw-iob5-577-bed-b-602-1	fam-raw-iob5-577-bed-b-602-1	iob5 577 bed b 602 1								latin	unknown	IOB5-577 BED B 602-1	unreviewed	No stronger conservative family signal was detected.
work-raw-iob5-578-a-bed-b-600-7	fam-raw-iob5-578-a-bed-b-600-7	iob5 578 a bed b 600 7								latin	unknown	IOB5-578/a BED B 600-7	unreviewed	No stronger conservative family signal was detected.
work-raw-iob5-578-b-bed-b-600-7	fam-raw-iob5-578-b-bed-b-600-7	iob5 578 b bed b 600 7								latin	unknown	IOB5-578/b BED B 600-7	unreviewed	No stronger conservative family signal was detected.
work-raw-iob5-581-b-bed-b-559-5	fam-raw-iob5-581-b-bed-b-559-5	iob5 581 b bed b 559 5								latin	unknown	IOB5-581/b BED B 559-5	unreviewed	No stronger conservative family signal was detected.
work-raw-iob5-583-bed-b-622-6	fam-raw-iob5-583-bed-b-622-6	iob5 583 bed b 622 6								latin	unknown	IOB5-583 BED B 622-6	unreviewed	No stronger conservative family signal was detected.
work-raw-iob5-584-bed-b-622-6	fam-raw-iob5-584-bed-b-622-6	iob5 584 bed b 622 6								latin	unknown	IOB5-584 BED B 622-6	unreviewed	No stronger conservative family signal was detected.
work-raw-iob5-587-a-bed-b-624-1	fam-raw-iob5-587-a-bed-b-624-1	iob5 587 a bed b 624 1								latin	unknown	IOB5-587/a BED B 624-1	unreviewed	No stronger conservative family signal was detected.
work-raw-iob5-587-b	fam-raw-iob5-587-b	IOB5-587/b								latin	unknown	IOB5-587/b	unreviewed	No stronger conservative family signal was detected.
work-raw-iob5-588	fam-raw-iob5-588	IOB5-588								latin	unknown	IOB5-588	unreviewed	No stronger conservative family signal was detected.
work-raw-iob5-589	fam-raw-iob5-589	IOB5-589								latin	unknown	IOB5-589	unreviewed	No stronger conservative family signal was detected.
work-raw-iob5-590	fam-raw-iob5-590	IOB5-590								latin	unknown	IOB5-590	unreviewed	No stronger conservative family signal was detected.
work-raw-iob5-591-a	fam-raw-iob5-591-a	IOB5-591/a								latin	unknown	IOB5-591/a	unreviewed	No stronger conservative family signal was detected.
work-raw-iob5-591-b	fam-raw-iob5-591-b	IOB5-591/b								latin	unknown	IOB5-591/b	unreviewed	No stronger conservative family signal was detected.
work-raw-iob5-592-a	fam-raw-iob5-592-a	IOB5-592/a								latin	unknown	IOB5-592/a	unreviewed	No stronger conservative family signal was detected.
work-raw-iob5-593-a-bed-b-539-1	fam-raw-iob5-593-a-bed-b-539-1	iob5 593 a bed b 539 1								latin	unknown	IOB5-593/a BED B 539-1	unreviewed	No stronger conservative family signal was detected.
work-raw-iob5-593-b	fam-raw-iob5-593-b	IOB5-593/b								latin	unknown	IOB5-593/b	unreviewed	No stronger conservative family signal was detected.
work-raw-iob5-597	fam-raw-iob5-597	IOB5-597/								latin	unknown	IOB5-597/	unreviewed	No stronger conservative family signal was detected.
work-raw-iob5-597-c	fam-raw-iob5-597-c	IOB5-597/c								latin	unknown	IOB5-597/c	unreviewed	No stronger conservative family signal was detected.
work-raw-iob5-597-d	fam-raw-iob5-597-d	IOB5-597/d								latin	unknown	IOB5-597/d	unreviewed	No stronger conservative family signal was detected.
work-raw-iob5-599-d	fam-raw-iob5-599-d	IOB5-599/d +								latin	unknown	IOB5-599/d +	unreviewed	No stronger conservative family signal was detected.
work-raw-iob5498-9	fam-raw-iob5498-9	IOB5498 9								latin	unknown	IOB5498 9	unreviewed	No stronger conservative family signal was detected.
work-raw-iub1	fam-raw-iub1	IUB1 p.140								latin	unknown	IUB1 p.140	unreviewed	No stronger conservative family signal was detected.
work-raw-iub1-103	fam-raw-iub1-103	IUB1-103								latin	unknown	IUB1-103	unreviewed	No stronger conservative family signal was detected.
work-raw-iub1-106-2-3	fam-raw-iub1-106-2-3	IUB1-106-2-3								latin	unknown	IUB1-106-2-3	unreviewed	No stronger conservative family signal was detected.
work-raw-iub1-120	fam-raw-iub1-120	IUB1-120								latin	unknown	IUB1-120	unreviewed	No stronger conservative family signal was detected.
work-raw-iub1-123	fam-raw-iub1-123	IUB1-123								latin	unknown	IUB1-123	unreviewed	No stronger conservative family signal was detected.
work-raw-iub1-125	fam-raw-iub1-125	IUB1-125,								latin	unknown	IUB1-125,	unreviewed	No stronger conservative family signal was detected.
work-raw-iub1-126-1002	fam-raw-iub1-126-1002	IUB1-126-1002								latin	unknown	IUB1-126-1002	unreviewed	No stronger conservative family signal was detected.
work-raw-iub1-13-14	fam-raw-iub1-13-14	IUB1-13-14								latin	unknown	IUB1-13-14	unreviewed	No stronger conservative family signal was detected.
work-raw-iub1-146	fam-raw-iub1-146	IUB1-146								latin	unknown	IUB1-146	unreviewed	No stronger conservative family signal was detected.
work-raw-iub1-149	fam-raw-iub1-149	IUB1-149								latin	unknown	IUB1-149	unreviewed	No stronger conservative family signal was detected.
work-raw-iub1-168	fam-raw-iub1-168	IUB1-168								latin	unknown	IUB1-168	unreviewed	No stronger conservative family signal was detected.
work-raw-iub1-173	fam-raw-iub1-173	IUB1-173								latin	unknown	IUB1-173	unreviewed	No stronger conservative family signal was detected.
work-raw-iub1-174	fam-raw-iub1-174	IUB1-174								latin	unknown	IUB1-174	unreviewed	No stronger conservative family signal was detected.
work-raw-iub1-175	fam-raw-iub1-175	IUB1 175								latin	unknown	IUB1 175	unreviewed	No stronger conservative family signal was detected.
work-raw-iub1-176	fam-raw-iub1-176	IUB1-176								latin	unknown	IUB1-176	unreviewed	No stronger conservative family signal was detected.
work-raw-iub1-177	fam-raw-iub1-177	IUB1-177								latin	unknown	IUB1-177	unreviewed	No stronger conservative family signal was detected.
work-raw-iub1-181	fam-raw-iub1-181	IUB1-181								latin	unknown	IUB1-181	unreviewed	No stronger conservative family signal was detected.
work-raw-iub1-183	fam-raw-iub1-183	IUB1-183								latin	unknown	IUB1-183	unreviewed	No stronger conservative family signal was detected.
work-raw-iub1-186	fam-raw-iub1-186	IUB1-186								latin	unknown	IUB1-186	unreviewed	No stronger conservative family signal was detected.
work-raw-iub1-189	fam-raw-iub1-189	IUB1-189								latin	unknown	IUB1-189	unreviewed	No stronger conservative family signal was detected.
work-raw-iub1-191-192-bed-b-597-8	fam-raw-iub1-191-192-bed-b-597-8	iub1 191 192 bed b 597 8								latin	unknown	IUB1-191, 192 BED B 597-8	unreviewed	No stronger conservative family signal was detected.
work-raw-iub1-193-194	fam-raw-iub1-193-194	IUB1-193-194								latin	unknown	IUB1-193-194	unreviewed	No stronger conservative family signal was detected.
work-raw-iub1-195-196	fam-raw-iub1-195-196	IUB1-195-196								latin	unknown	IUB1-195-196	unreviewed	No stronger conservative family signal was detected.
work-raw-iub1-197	fam-raw-iub1-197	IUB1-197								latin	unknown	IUB1-197	unreviewed	No stronger conservative family signal was detected.
work-raw-iub1-198-199	fam-raw-iub1-198-199	IUB1-198, 199								latin	unknown	IUB1-198, 199	unreviewed	No stronger conservative family signal was detected.
work-raw-iub1-200	fam-raw-iub1-200	IUB1-200								latin	unknown	IUB1-200	unreviewed	No stronger conservative family signal was detected.
work-raw-iub1-201-202	fam-raw-iub1-201-202	IUB1-201-202								latin	unknown	IUB1-201-202	unreviewed	No stronger conservative family signal was detected.
work-raw-iub1-203	fam-raw-iub1-203	IUB1-203								latin	unknown	IUB1-203	unreviewed	No stronger conservative family signal was detected.
work-raw-iub1-204	fam-raw-iub1-204	IUB1-204								latin	unknown	IUB1-204	unreviewed	No stronger conservative family signal was detected.
work-raw-iub1-205	fam-raw-iub1-205	IUB1-205,								latin	unknown	IUB1-205,	unreviewed	No stronger conservative family signal was detected.
work-raw-iub1-206	fam-raw-iub1-206	IUB1-206								latin	unknown	IUB1-206	unreviewed	No stronger conservative family signal was detected.
work-raw-iub1-207	fam-raw-iub1-207	IUB1-207								latin	unknown	IUB1-207	unreviewed	No stronger conservative family signal was detected.
work-raw-iub1-209-211	fam-raw-iub1-209-211	IUB1-209-211								latin	unknown	IUB1-209-211	unreviewed	No stronger conservative family signal was detected.
work-raw-iub1-212	fam-raw-iub1-212	IUB1-212								latin	unknown	IUB1-212	unreviewed	No stronger conservative family signal was detected.
work-raw-iub1-213	fam-raw-iub1-213	IUB1-213								latin	unknown	IUB1-213	unreviewed	No stronger conservative family signal was detected.
work-raw-iub1-216	fam-raw-iub1-216	IUB1-216								latin	unknown	IUB1-216	unreviewed	No stronger conservative family signal was detected.
work-raw-iub1-219-220	fam-raw-iub1-219-220	IUB1-219-220								latin	unknown	IUB1-219-220	unreviewed	No stronger conservative family signal was detected.
work-raw-iub1-222-223	fam-raw-iub1-222-223	IUB1-222-223								latin	unknown	IUB1-222-223	unreviewed	No stronger conservative family signal was detected.
work-raw-iub1-224	fam-raw-iub1-224	IUB1-224								latin	unknown	IUB1-224	unreviewed	No stronger conservative family signal was detected.
work-raw-iub1-225-304	fam-raw-iub1-225-304	IUB1-225 & 304								latin	unknown	IUB1-225 & 304	unreviewed	No stronger conservative family signal was detected.
work-raw-iub1-226-305	fam-raw-iub1-226-305	IUB1-226 & 305								latin	unknown	IUB1-226 & 305	unreviewed	No stronger conservative family signal was detected.
work-raw-iub1-227-228	fam-raw-iub1-227-228	IUB1-227-228								latin	unknown	IUB1-227-228	unreviewed	No stronger conservative family signal was detected.
work-raw-iub1-253-254	fam-raw-iub1-253-254	IUB1-253-254								latin	unknown	IUB1-253-254	unreviewed	No stronger conservative family signal was detected.
work-raw-iub1-255	fam-raw-iub1-255	IUB1-255								latin	unknown	IUB1-255	unreviewed	No stronger conservative family signal was detected.
work-raw-iub1-257	fam-raw-iub1-257	IUB1-257								latin	unknown	IUB1-257	unreviewed	No stronger conservative family signal was detected.
work-raw-iub1-258	fam-raw-iub1-258	IUB1-258								latin	unknown	IUB1-258	unreviewed	No stronger conservative family signal was detected.
work-raw-iub1-269	fam-raw-iub1-269	IUB1-269								latin	unknown	IUB1-269	unreviewed	No stronger conservative family signal was detected.
work-raw-iub1-271	fam-raw-iub1-271	IUB1-271								latin	unknown	IUB1-271	unreviewed	No stronger conservative family signal was detected.
work-raw-iub1-287	fam-raw-iub1-287	IUB1-287								latin	unknown	IUB1-287	unreviewed	No stronger conservative family signal was detected.
work-raw-iub1-288	fam-raw-iub1-288	IUB1-288								latin	unknown	IUB1-288	unreviewed	No stronger conservative family signal was detected.
work-raw-iub1-291-292	fam-raw-iub1-291-292	IUB1-291-292								latin	unknown	IUB1-291-292	unreviewed	No stronger conservative family signal was detected.
work-raw-iub1-293	fam-raw-iub1-293	IUB1-293								latin	unknown	IUB1-293	unreviewed	No stronger conservative family signal was detected.
work-raw-iub1-294	fam-raw-iub1-294	IUB1-294								latin	unknown	IUB1-294	unreviewed	No stronger conservative family signal was detected.
work-raw-iub1-296	fam-raw-iub1-296	IUB1-296								latin	unknown	IUB1-296	unreviewed	No stronger conservative family signal was detected.
work-raw-iub1-298	fam-raw-iub1-298	IUB1-298								latin	unknown	IUB1-298	unreviewed	No stronger conservative family signal was detected.
work-raw-iub1-299	fam-raw-iub1-299	IUB1-299								latin	unknown	IUB1-299	unreviewed	No stronger conservative family signal was detected.
work-raw-iub1-300	fam-raw-iub1-300	IUB1-300								latin	unknown	IUB1-300	unreviewed	No stronger conservative family signal was detected.
work-raw-iub1-301	fam-raw-iub1-301	IUB1-301								latin	unknown	IUB1-301	unreviewed	No stronger conservative family signal was detected.
work-raw-iub1-302-303	fam-raw-iub1-302-303	IUB1-302-303								latin	unknown	IUB1-302-303	unreviewed	No stronger conservative family signal was detected.
work-raw-iub1-306-307	fam-raw-iub1-306-307	IUB1-306-307								latin	unknown	IUB1-306-307	unreviewed	No stronger conservative family signal was detected.
work-raw-iub1-308	fam-raw-iub1-308	IUB1-308								latin	unknown	IUB1-308	unreviewed	No stronger conservative family signal was detected.
work-raw-iub1-309	fam-raw-iub1-309	IUB1-309								latin	unknown	IUB1-309	unreviewed	No stronger conservative family signal was detected.
work-raw-iub1-32	fam-raw-iub1-32	IUB1-32								latin	unknown	IUB1-32	unreviewed	No stronger conservative family signal was detected.
work-raw-iub1-33	fam-raw-iub1-33	IUB1-33								latin	unknown	IUB1-33	unreviewed	No stronger conservative family signal was detected.
work-raw-iub1-34-35	fam-raw-iub1-34-35	IUB1-34-35								latin	unknown	IUB1-34-35	unreviewed	No stronger conservative family signal was detected.
work-raw-iub1-36	fam-raw-iub1-36	IUB1-36,								latin	unknown	IUB1-36,	unreviewed	No stronger conservative family signal was detected.
work-raw-iub1-37	fam-raw-iub1-37	IUB1-37,								latin	unknown	IUB1-37,	unreviewed	No stronger conservative family signal was detected.
work-raw-iub1-38-39	fam-raw-iub1-38-39	IUB1-38-39								latin	unknown	IUB1-38-39	unreviewed	No stronger conservative family signal was detected.
work-raw-iub1-40	fam-raw-iub1-40	IUB1-40								latin	unknown	IUB1-40	unreviewed	No stronger conservative family signal was detected.
work-raw-iub1-47	fam-raw-iub1-47	IUB1-47								latin	unknown	IUB1-47	unreviewed	No stronger conservative family signal was detected.
work-raw-iub1-49	fam-raw-iub1-49	IUB1-49								latin	unknown	IUB1-49	unreviewed	No stronger conservative family signal was detected.
work-raw-iub1-52	fam-raw-iub1-52	IUB1-52,								latin	unknown	IUB1-52,	unreviewed	No stronger conservative family signal was detected.
work-raw-iub1-67	fam-raw-iub1-67	IUB1-67,								latin	unknown	IUB1-67,	unreviewed	No stronger conservative family signal was detected.
work-raw-iub1-68	fam-raw-iub1-68	IUB1-68								latin	unknown	IUB1-68	unreviewed	No stronger conservative family signal was detected.
work-raw-iub1-75	fam-raw-iub1-75	IUB1-75								latin	unknown	IUB1-75	unreviewed	No stronger conservative family signal was detected.
work-raw-iub1-78	fam-raw-iub1-78	IUB1-78								latin	unknown	IUB1-78	unreviewed	No stronger conservative family signal was detected.
work-raw-iub1-80	fam-raw-iub1-80	IUB1-80,								latin	unknown	IUB1-80,	unreviewed	No stronger conservative family signal was detected.
work-raw-iub1-81	fam-raw-iub1-81	IUB1-81								latin	unknown	IUB1-81	unreviewed	No stronger conservative family signal was detected.
work-raw-iub1-86	fam-raw-iub1-86	IUB1-86,								latin	unknown	IUB1-86,	unreviewed	No stronger conservative family signal was detected.
work-raw-iub1-90	fam-raw-iub1-90	IUB1-90								latin	unknown	IUB1-90	unreviewed	No stronger conservative family signal was detected.
work-raw-iub1-93	fam-raw-iub1-93	IUB1-93,								latin	unknown	IUB1-93,	unreviewed	No stronger conservative family signal was detected.
